FICE,College,State,Public_Private,Avg_Math_SAT,Avg_Verbal_SAT,Avg_Combined_SAT,Avg_ACT,First_Quartile_Math_SAT,Third_Quartile_Math_SAT,First_Quartile_Verbal_SAT,Third_Quartile_Verbal_SAT,First_Quartile_ACT,Third_Quartile_ACT,Applications_Received,Applicants_Accepted,New_Students_Enrolled,Pct_New_Students_Top_10,Pct_New_Students_Top_25,Fulltime_Undergraduates,Parttime_Undergraduates,In_State_Tuition,Out_Of_State_Tuition,Room_And_Board,Room_Costs,Board_Costs,Additional_Fees,Estimated_Book_Costs,Estimated_Personal_Spending,Pct_Faculty_PhD,Pct_Faculty_Terminal_Degree,Student_Faculty_Ratio,Pct_Alumni_Donate,Instructional_Expenditure_Per_Student,Graduation_Rate
1215,La Sierra University,CA,2,468.0,420.0,888.0,20.0,380.0,520.0,350.0,470.0,18.0,23.0,659.0,530.0,325.0,-1.0,-1.0,1067.0,268.0,12180.0,12180.0,3885.0,2160.0,1695.0,195.0,683.0,2438.0,69.0,76.0,12.6,14.0,8294.0,49.0
1216,University of La Verne,CA,2,472.0,431.0,903.0,22.0,400.0,540.0,362.0,475.0,16.0,25.0,1597.0,969.0,226.0,16.0,38.0,1431.0,1522.0,13540.0,13540.0,5050.0,5050.0,-1.0,-1.0,630.0,2298.0,66.0,68.0,14.1,23.0,10139.0,47.0
1236,Menlo College,CA,2,447.0,382.0,829.0,19.0,370.0,510.0,320.0,440.0,-1.0,-1.0,315.0,275.0,115.0,-1.0,-1.0,553.0,9.0,13975.0,13975.0,6200.0,6200.0,-1.0,690.0,500.0,-1.0,46.0,46.0,15.4,5.0,11304.0,-1.0
1238,Mills College,CA,2,520.0,530.0,1050.0,25.0,480.0,600.0,470.0,610.0,-1.0,-1.0,529.0,414.0,132.0,32.0,66.0,781.0,43.0,14100.0,14100.0,6000.0,-1.0,3000.0,442.0,600.0,1370.0,71.0,99.0,10.3,24.0,14299.0,64.0
1243,Mount St. Mary's College,CA,2,506.0,466.0,972.0,21.0,430.0,560.0,390.0,520.0,-1.0,-1.0,657.0,537.0,113.0,37.0,90.0,1039.0,466.0,12474.0,12474.0,5678.0,5678.0,-1.0,425.0,630.0,1278.0,53.0,71.0,11.9,19.0,10613.0,72.0
1249,Occidental College,CA,2,570.0,510.0,1080.0,-1.0,500.0,640.0,440.0,560.0,-1.0,-1.0,2324.0,1319.0,370.0,52.0,81.0,1686.0,35.0,16560.0,16560.0,5140.0,2980.0,2160.0,334.0,558.0,1152.0,91.0,93.0,10.5,30.0,16196.0,79.0
1252,Pacific Christian College,CA,2,474.0,426.0,900.0,22.0,400.0,540.0,340.0,490.0,20.0,26.0,167.0,142.0,89.0,9.0,41.0,414.0,165.0,6500.0,6500.0,3000.0,3000.0,-1.0,490.0,500.0,-1.0,38.0,38.0,10.7,6.0,5612.0,67.0
1253,Fresno Pacific College,CA,2,532.0,476.0,1008.0,22.0,470.0,590.0,410.0,530.0,20.0,25.0,346.0,274.0,146.0,51.0,87.0,704.0,63.0,9900.0,9900.0,3670.0,1500.0,2170.0,174.0,630.0,1818.0,59.0,59.0,10.5,14.0,8095.0,54.0
1258,Pacific Union College,CA,2,-1.0,-1.0,-1.0,22.0,-1.0,-1.0,-1.0,-1.0,19.0,25.0,940.0,668.0,385.0,20.0,48.0,1316.0,139.0,11925.0,11925.0,3825.0,1590.0,2235.0,-1.0,630.0,1926.0,48.0,87.0,12.3,12.0,9157.0,69.0
1262,Point Loma Nazarene College,CA,2,472.0,425.0,897.0,21.0,390.0,540.0,360.0,490.0,19.0,23.0,809.0,687.0,428.0,20.0,43.0,1889.0,217.0,10176.0,10178.0,4190.0,-1.0,-1.0,134.0,800.0,750.0,71.0,71.0,16.1,19.0,7895.0,54.0
1264,Pepperdine University,CA,2,585.0,514.0,1099.0,25.0,510.0,630.0,450.0,550.0,22.0,28.0,3821.0,2037.0,680.0,86.0,96.0,2488.0,625.0,18200.0,18200.0,6770.0,3750.0,3020.0,70.0,500.0,700.0,95.0,98.0,11.6,13.0,16185.0,66.0
1293,Southern California College,CA,2,466.0,443.0,909.0,21.0,360.0,540.0,350.0,480.0,19.0,26.0,385.0,340.0,193.0,18.0,38.0,784.0,127.0,9520.0,9520.0,4124.0,1980.0,2144.0,340.0,630.0,1818.0,63.0,65.0,18.6,11.0,8219.0,43.0
1302,St. Mary's College of California,CA,2,549.0,483.0,1032.0,-1.0,501.0,598.0,432.0,538.0,-1.0,-1.0,2643.0,1611.0,465.0,36.0,80.0,2615.0,248.0,13332.0,13332.0,6354.0,3177.0,3177.0,120.0,630.0,1584.0,88.0,89.0,16.1,17.0,9619.0,78.0
1305,Stanford University,CA,2,736.0,665.0,1401.0,31.0,650.0,750.0,580.0,690.0,26.0,33.0,13608.0,2926.0,1616.0,88.0,97.0,6573.0,-1.0,18669.0,18669.0,6795.0,-1.0,-1.0,-1.0,840.0,1355.0,71.0,99.0,9.7,25.0,33629.0,96.0
1312,University of California at Berkeley,CA,1,654.0,564.0,1218.0,-1.0,590.0,730.0,500.0,640.0,-1.0,-1.0,19873.0,8252.0,3215.0,95.0,100.0,19532.0,2061.0,3949.0,11648.0,6246.0,-1.0,-1.0,-1.0,636.0,1933.0,93.0,97.0,15.8,10.0,13919.0,78.0
1313,University of California at Davis,CA,1,585.0,485.0,1070.0,24.0,520.0,650.0,420.0,560.0,21.0,27.0,16343.0,11399.0,3124.0,95.0,100.0,15429.0,1888.0,-1.0,7699.0,5285.0,-1.0,-1.0,4374.0,841.0,2374.0,71.0,98.0,14.5,11.0,15873.0,76.0
1314,University of California at Irvine,CA,1,574.0,455.0,1029.0,-1.0,510.0,640.0,390.0,510.0,-1.0,-1.0,15698.0,10775.0,2478.0,85.0,100.0,12677.0,864.0,4325.0,12024.0,5302.0,-1.0,-1.0,-1.0,790.0,1818.0,96.0,96.0,16.1,11.0,15934.0,66.0
1315,University of California at Los Angeles,CA,1,621.0,520.0,1141.0,-1.0,558.0,700.0,460.0,590.0,-1.0,-1.0,22165.0,10435.0,3591.0,93.0,100.0,21637.0,1255.0,-1.0,7689.0,5580.0,-1.0,-1.0,3894.0,850.0,1255.0,97.0,99.0,11.8,9.0,20260.0,77.0
1316,University of California at Riverside,CA,1,542.0,440.0,982.0,23.0,470.0,620.0,360.0,510.0,19.0,25.0,9798.0,7566.0,1470.0,80.0,100.0,6922.0,265.0,-1.0,7699.0,5430.0,-1.0,-1.0,4092.0,780.0,1350.0,98.0,99.0,13.4,8.0,12528.0,62.0
1317,University of California at San Diego,CA,1,616.0,515.0,1131.0,26.0,560.0,680.0,460.0,570.0,23.0,28.0,19433.0,11469.0,2481.0,95.0,100.0,13738.0,711.0,-1.0,7699.0,6607.0,-1.0,-1.0,4128.0,630.0,1935.0,100.0,100.0,13.9,6.0,17674.0,66.0
1320,University of California at Santa Barbara,CA,1,547.0,459.0,1006.0,-1.0,520.0,610.0,400.0,490.0,-1.0,-1.0,16663.0,14141.0,3239.0,90.0,100.0,15638.0,693.0,-1.0,11218.0,5990.0,-1.0,-1.0,4372.0,630.0,2045.0,96.0,100.0,18.9,6.0,9475.0,69.0
1321,University of California at Santa Cruz,CA,1,554.0,505.0,1059.0,-1.0,490.0,620.0,440.0,580.0,-1.0,-1.0,10758.0,8559.0,1717.0,94.0,100.0,8713.0,607.0,-1.0,7699.0,6081.0,6081.0,-1.0,4110.0,633.0,1191.0,94.0,100.0,21.3,10.0,10860.0,59.0
1322,University of Redlands,CA,2,-1.0,-1.0,-1.0,-1.0,470.0,610.0,450.0,540.0,21.0,26.0,1498.0,1219.0,306.0,26.0,63.0,1369.0,1587.0,16530.0,16530.0,6205.0,2795.0,3410.0,405.0,600.0,-1.0,81.0,87.0,8.9,25.0,10685.0,73.0
1325,University of San Francisco,CA,2,514.0,463.0,977.0,21.0,450.0,590.0,390.0,520.0,20.0,25.0,2306.0,1721.0,538.0,23.0,48.0,4309.0,549.0,13226.0,13226.0,6452.0,3846.0,2606.0,100.0,750.0,2450.0,86.0,86.0,13.6,8.0,10074.0,62.0
1326,Santa Clara University,CA,2,-1.0,-1.0,-1.0,-1.0,520.0,630.0,440.0,540.0,-1.0,-1.0,4019.0,2779.0,888.0,40.0,73.0,3891.0,128.0,13584.0,13584.0,5928.0,5928.0,-1.0,396.0,630.0,1278.0,88.0,92.0,13.9,19.0,10872.0,100.0
1328,University of Southern California,CA,2,592.0,498.0,1090.0,25.0,520.0,660.0,430.0,570.0,22.0,28.0,12229.0,8498.0,2477.0,45.0,71.0,13259.0,1429.0,17230.0,17230.0,6482.0,3566.0,2916.0,330.0,600.0,2210.0,90.0,94.0,11.4,10.0,17007.0,68.0
1329,University of the Pacific,CA,2,531.0,444.0,975.0,-1.0,460.0,620.0,400.0,540.0,-1.0,-1.0,2459.0,1997.0,582.0,36.0,66.0,2664.0,299.0,16320.0,16320.0,5326.0,-1.0,-1.0,330.0,646.0,1171.0,87.0,94.0,11.2,14.0,13706.0,65.0
1341,Westmont College,CA,1,550.0,501.0,1051.0,24.0,480.0,620.0,450.0,550.0,22.0,26.0,950.0,713.0,351.0,42.0,72.0,1276.0,9.0,14320.0,14320.0,5304.0,3080.0,2224.0,866.0,490.0,1410.0,77.0,77.0,14.9,17.0,8837.0,87.0
1342,Whittier College,CA,2,507.0,454.0,961.0,-1.0,430.0,580.0,390.0,510.0,-1.0,-1.0,1681.0,1069.0,344.0,35.0,63.0,1235.0,30.0,16249.0,16249.0,5699.0,5699.0,-1.0,579.0,500.0,1998.0,84.0,92.0,13.6,29.0,11778.0,52.0
1343,Woodbury University,CA,2,441.0,381.0,822.0,20.0,380.0,500.0,320.0,430.0,17.0,22.0,349.0,313.0,111.0,-1.0,-1.0,765.0,191.0,13020.0,13020.0,5490.0,-1.0,-1.0,840.0,900.0,2160.0,28.0,60.0,13.5,2.0,6944.0,54.0
2741,University of Judaism,CA,2,551.0,489.0,1040.0,-1.0,510.0,620.0,420.0,600.0,-1.0,-1.0,52.0,36.0,18.0,-1.0,-1.0,88.0,12.0,10560.0,10560.0,6200.0,-1.0,-1.0,428.0,825.0,2325.0,100.0,100.0,7.2,19.0,31012.0,55.0
3948,San Francisco Art Institute,CA,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,177.0,136.0,41.0,-1.0,-1.0,438.0,103.0,14500.0,14500.0,5600.0,5600.0,-1.0,-1.0,1200.0,1620.0,71.0,100.0,14.4,19.0,9742.0,30.0
7993,California State Univ. at Bakersfield,CA,1,450.0,392.0,842.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,941.0,643.0,415.0,-1.0,66.0,2571.0,1263.0,1204.0,8725.0,3475.0,-1.0,3475.0,914.0,300.0,-1.0,82.0,94.0,13.4,19.0,7729.0,24.0
10395,University of San Diego,CA,2,548.0,490.0,1038.0,-1.0,500.0,600.0,450.0,520.0,-1.0,-1.0,3934.0,2735.0,886.0,40.0,70.0,3698.0,217.0,13600.0,13600.0,5940.0,-1.0,-1.0,100.0,630.0,1820.0,93.0,96.0,15.6,13.0,10813.0,66.0
10448,Thomas Aquinas College,CA,2,589.0,583.0,1172.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,125.0,87.0,67.0,22.0,59.0,208.0,-1.0,13400.0,13400.0,5200.0,-1.0,-1.0,-1.0,300.0,1400.0,68.0,68.0,10.9,43.0,11513.0,71.0
11649,Loyola Marymount University,CA,2,549.0,485.0,1034.0,-1.0,480.0,600.0,420.0,530.0,-1.0,-1.0,3768.0,2662.0,753.0,42.0,64.0,3558.0,436.0,13592.0,13592.0,5916.0,3276.0,2640.0,176.0,545.0,1328.0,84.0,88.0,14.2,10.0,11677.0,84.0
29059,Concordia University,CA,2,485.0,420.0,905.0,22.0,400.0,570.0,360.0,490.0,19.0,24.0,688.0,497.0,144.0,30.0,75.0,641.0,101.0,10800.0,10800.0,4440.0,2520.0,1920.0,690.0,570.0,1515.0,55.0,60.0,13.1,13.0,8415.0,55.0
1345,Adams State College,CO,1,-1.0,-1.0,-1.0,21.0,-1.0,-1.0,-1.0,-1.0,18.0,24.0,1508.0,1259.0,569.0,16.0,44.0,1922.0,232.0,1386.0,1672.0,3730.0,1820.0,1910.0,374.0,520.0,2200.0,63.0,67.0,27.9,19.0,3897.0,60.0
1347,Colorado College,CO,2,-1.0,-1.0,-1.0,-1.0,560.0,670.0,510.0,620.0,25.0,30.0,3207.0,1577.0,490.0,56.0,87.0,1892.0,7.0,17142.0,17142.0,4190.0,2114.0,2076.0,120.0,450.0,1200.0,85.0,97.0,11.3,51.0,14664.0,84.0
1349,University of Northern Colorado,CO,1,480.0,440.0,920.0,22.0,420.0,540.0,380.0,480.0,19.0,24.0,5530.0,4007.0,1697.0,12.0,37.0,8463.0,1498.0,1829.0,7731.0,4128.0,-1.0,-1.0,398.0,540.0,2286.0,75.0,75.0,21.5,8.0,6309.0,40.0
1350,Colorado State University,CO,1,545.0,479.0,1024.0,25.0,490.0,610.0,430.0,540.0,22.0,27.0,9478.0,6312.0,2194.0,29.0,65.0,15646.0,1829.0,2124.0,8412.0,4180.0,4180.0,-1.0,585.0,470.0,1800.0,87.0,89.0,19.2,10.0,7850.0,59.0
1353,Fort Lewis College,CO,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3440.0,2823.0,1123.0,16.0,35.0,3793.0,486.0,1450.0,6198.0,3320.0,1820.0,1500.0,327.0,500.0,2500.0,89.0,97.0,19.1,6.0,4362.0,46.0
1358,Mesa State College,CO,1,451.0,400.0,851.0,20.0,-1.0,-1.0,-1.0,-1.0,16.0,25.0,1584.0,1456.0,891.0,6.0,18.0,3471.0,911.0,1434.0,5016.0,3798.0,1782.0,2016.0,380.0,540.0,2256.0,48.0,48.0,28.8,12.0,3871.0,59.0
1360,Metropolitan State College,CO,1,448.0,407.0,855.0,20.0,380.0,510.0,330.0,460.0,17.0,22.0,3512.0,2975.0,1662.0,6.0,23.0,9544.0,8177.0,1494.0,5790.0,-1.0,-1.0,-1.0,129.0,500.0,1205.0,75.0,73.0,21.1,14.0,4400.0,25.0
1363,Regis University,CO,2,487.0,442.0,929.0,22.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1107.0,904.0,308.0,-1.0,-1.0,1142.0,27.0,12700.0,12700.0,5480.0,2700.0,2780.0,60.0,520.0,1170.0,90.0,90.0,14.8,15.0,7729.0,53.0
1365,University of Southern Colorado,CO,1,480.0,428.0,908.0,20.0,400.0,530.0,330.0,460.0,17.0,23.0,1401.0,1239.0,605.0,10.0,34.0,3716.0,675.0,1644.0,7100.0,4380.0,1756.0,2624.0,324.0,540.0,2948.0,63.0,88.0,19.4,0.0,5389.0,36.0
1369,United States Air Force Academy,CO,1,-1.0,-1.0,-1.0,-1.0,620.0,700.0,520.0,600.0,-1.0,-1.0,9557.0,1605.0,1160.0,72.0,95.0,4236.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,40.0,40.0,8.2,19.0,35754.0,88.0
1370,University of Colorado at Boulder,CO,1,-1.0,-1.0,-1.0,-1.0,500.0,630.0,440.0,540.0,22.0,28.0,14063.0,9320.0,3436.0,28.0,65.0,18465.0,1541.0,2230.0,12563.0,3811.0,3811.0,-1.0,459.0,540.0,2319.0,90.0,90.0,19.9,19.0,8703.0,66.0
1371,University of Denver,CO,2,540.0,470.0,1010.0,24.0,470.0,590.0,430.0,540.0,21.0,27.0,2974.0,2001.0,580.0,29.0,60.0,2666.0,554.0,15192.0,15192.0,4695.0,4695.0,-1.0,330.0,400.0,1350.0,84.0,91.0,15.9,21.0,11762.0,67.0
1372,Western State College of Colorado,CO,1,470.0,420.0,890.0,21.0,400.0,520.0,360.0,470.0,18.0,22.0,2702.0,1623.0,604.0,7.0,24.0,2315.0,146.0,1819.0,5918.0,3755.0,1936.0,1819.0,507.0,500.0,2050.0,76.0,79.0,19.4,4.0,4599.0,52.0
4509,University of Colorado at Colorado Springs,CO,1,-1.0,-1.0,-1.0,-1.0,450.0,570.0,400.0,510.0,21.0,26.0,826.0,620.0,318.0,12.0,39.0,2570.0,1569.0,2475.0,8090.0,5544.0,-1.0,-1.0,-1.0,540.0,2888.0,93.0,93.0,15.0,19.0,6236.0,-1.0
6740,University of Colorado at Denver,CO,1,529.0,478.0,1007.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1199.0,562.0,261.0,30.0,74.0,3805.0,2728.0,1828.0,9244.0,-1.0,-1.0,-1.0,240.0,520.0,2138.0,89.0,96.0,18.1,6.0,7996.0,24.0
9401,Colorado Christian University,CO,2,445.0,422.0,867.0,21.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,735.0,583.0,310.0,9.0,-1.0,1001.0,65.0,6720.0,6720.0,3480.0,3480.0,-1.0,550.0,400.0,3725.0,56.0,56.0,8.6,2.0,4588.0,-1.0
1374,Albertus Magnus College,CT,2,460.0,430.0,890.0,23.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,353.0,340.0,103.0,17.0,45.0,416.0,230.0,13290.0,13290.0,5720.0,5720.0,-1.0,200.0,500.0,1500.0,90.0,93.0,11.5,26.0,8861.0,63.0
1378,Central Connecticut State University,CT,1,457.0,414.0,871.0,-1.0,400.0,510.0,370.0,460.0,-1.0,-1.0,4158.0,2532.0,902.0,6.0,24.0,6394.0,3881.0,1842.0,5962.0,4444.0,2384.0,2060.0,1298.0,500.0,985.0,69.0,73.0,16.7,4.0,4900.0,49.0
1379,Connecticut College,CT,2,-1.0,-1.0,-1.0,-1.0,550.0,656.0,517.0,626.0,-1.0,-1.0,3035.0,1546.0,438.0,42.0,93.0,1630.0,232.0,18740.0,18740.0,6300.0,2935.0,3365.0,210.0,600.0,500.0,86.0,95.0,10.7,40.0,14773.0,91.0
1380,Western Connecticut State University,CT,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2486.0,1503.0,528.0,7.0,23.0,2818.0,1861.0,1842.0,5962.0,3936.0,2174.0,1762.0,1218.0,-1.0,-1.0,69.0,76.0,15.5,19.0,5920.0,-1.0
1385,Fairfield University,CT,2,560.0,498.0,1058.0,25.0,510.0,610.0,450.0,540.0,-1.0,-1.0,4784.0,3346.0,781.0,30.0,66.0,2984.0,1037.0,15000.0,15000.0,6200.0,6200.0,-1.0,310.0,700.0,1100.0,86.0,90.0,15.1,30.0,11220.0,94.0
1397,University of New Haven,CT,2,495.0,434.0,929.0,-1.0,450.0,580.0,400.0,550.0,-1.0,-1.0,1651.0,1412.0,336.0,-1.0,11.0,1411.0,1914.0,10600.0,10600.0,5020.0,3120.0,1900.0,200.0,500.0,-1.0,79.0,90.0,15.6,6.0,7033.0,79.0
1401,Teikyo Post University,CT,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,345.0,297.0,92.0,13.0,26.0,570.0,1273.0,11300.0,11300.0,5400.0,5400.0,-1.0,250.0,400.0,1000.0,30.0,37.0,12.2,2.0,9310.0,-1.0
1402,Quinnipiac College,CT,2,-1.0,-1.0,-1.0,-1.0,440.0,570.0,410.0,550.0,18.0,24.0,3712.0,2153.0,806.0,17.0,45.0,2677.0,714.0,12030.0,12030.0,6140.0,6140.0,-1.0,590.0,1000.0,500.0,63.0,73.0,12.0,33.0,8847.0,86.0
1403,Sacred Heart University,CT,2,480.0,420.0,900.0,-1.0,440.0,540.0,400.0,490.0,-1.0,-1.0,2307.0,1896.0,509.0,19.0,51.0,1707.0,1889.0,11070.0,11070.0,5780.0,4090.0,1690.0,320.0,400.0,600.0,71.0,73.0,14.8,16.0,7120.0,82.0
1406,Southern Connecticut State University,CT,1,430.0,400.0,830.0,-1.0,360.0,480.0,350.0,450.0,-1.0,-1.0,3852.0,2652.0,1044.0,4.0,14.0,5892.0,2478.0,1842.0,5962.0,4796.0,2180.0,2616.0,1190.0,700.0,-1.0,62.0,73.0,15.8,8.0,5245.0,45.0
1409,Saint Joseph College,CT,2,-1.0,-1.0,-1.0,-1.0,400.0,530.0,400.0,500.0,-1.0,-1.0,292.0,241.0,96.0,20.0,52.0,543.0,712.0,12200.0,12200.0,4600.0,2200.0,2400.0,200.0,650.0,950.0,87.0,90.0,11.2,32.0,8680.0,76.0
1414,Trinity College,CT,2,-1.0,-1.0,-1.0,-1.0,570.0,670.0,510.0,610.0,23.0,29.0,3058.0,1798.0,478.0,46.0,84.0,1737.0,244.0,18810.0,18810.0,5690.0,3540.0,2150.0,780.0,500.0,680.0,91.0,96.0,10.4,48.0,18034.0,91.0
1415,United States Coast Guard Academy,CT,1,644.0,542.0,1186.0,-1.0,600.0,700.0,540.0,610.0,-1.0,-1.0,5099.0,466.0,277.0,72.0,97.0,930.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,31.0,31.0,8.3,6.0,36704.0,71.0
1416,University of Bridgeport,CT,2,489.0,422.0,911.0,-1.0,370.0,520.0,350.0,480.0,-1.0,-1.0,598.0,441.0,153.0,16.0,36.0,527.0,312.0,12500.0,12500.0,6810.0,3700.0,3110.0,624.0,500.0,500.0,76.0,82.0,7.9,19.0,7729.0,51.0
1422,University of Hartford,CT,2,506.0,457.0,963.0,-1.0,450.0,560.0,400.0,500.0,-1.0,-1.0,5081.0,4040.0,1194.0,11.0,26.0,3768.0,1415.0,14220.0,14220.0,6000.0,2300.0,3700.0,690.0,500.0,1440.0,61.0,76.0,10.7,9.0,10625.0,66.0
1424,Wesleyan University,CT,2,660.0,620.0,1280.0,29.0,610.0,710.0,570.0,670.0,-1.0,-1.0,4772.0,1973.0,712.0,60.0,86.0,2714.0,27.0,19130.0,19130.0,5600.0,3290.0,2310.0,660.0,1400.0,1400.0,90.0,94.0,12.1,39.0,16262.0,92.0
1425,Eastern Connecticut State University,CT,1,444.0,411.0,855.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2172.0,1493.0,564.0,14.0,50.0,2766.0,1531.0,1842.0,5962.0,4316.0,2436.0,1880.0,1513.0,650.0,500.0,71.0,76.0,16.9,14.0,5719.0,50.0
1426,Yale University,CT,2,-1.0,-1.0,-1.0,-1.0,650.0,750.0,600.0,710.0,-1.0,-1.0,10705.0,2453.0,1317.0,95.0,99.0,5217.0,83.0,19840.0,19840.0,6510.0,3040.0,3470.0,-1.0,630.0,2115.0,96.0,96.0,5.8,49.0,40386.0,99.0
29013,University of Connecticut at Storrs,CT,1,551.0,481.0,1032.0,-1.0,490.0,610.0,430.0,530.0,-1.0,-1.0,9735.0,7187.0,2064.0,23.0,63.0,12478.0,1660.0,3824.0,11656.0,5072.0,2552.0,2520.0,888.0,700.0,2300.0,89.0,95.0,16.0,16.0,10178.0,71.0
1434,American University,DC,2,583.0,550.0,1133.0,-1.0,530.0,625.0,500.0,610.0,-1.0,-1.0,4613.0,3587.0,1048.0,35.0,77.0,4545.0,873.0,15934.0,15934.0,6400.0,2440.0,3960.0,210.0,450.0,800.0,71.0,93.0,13.6,9.0,11803.0,69.0
1437,Catholic University of America,DC,2,-1.0,-1.0,-1.0,-1.0,490.0,610.0,460.0,570.0,22.0,28.0,1754.0,1465.0,505.0,24.0,49.0,2159.0,211.0,13712.0,13712.0,6408.0,3622.0,2786.0,460.0,526.0,1100.0,90.0,96.0,9.3,18.0,12751.0,75.0
1443,Gallaudet University,DC,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,825.0,645.0,392.0,-1.0,-1.0,1541.0,221.0,4700.0,4700.0,5400.0,3100.0,2300.0,330.0,663.0,2343.0,58.0,63.0,6.6,17.0,24182.0,-1.0
1444,George Washington University,DC,2,-1.0,-1.0,-1.0,-1.0,530.0,650.0,490.0,600.0,24.0,29.0,7875.0,5062.0,1492.0,38.0,71.0,5471.0,1470.0,17450.0,17450.0,6328.0,3998.0,2330.0,720.0,700.0,950.0,92.0,93.0,7.6,15.0,14745.0,72.0
1445,Georgetown University,DC,2,-1.0,-1.0,-1.0,-1.0,600.0,690.0,540.0,650.0,26.0,31.0,11115.0,2881.0,1390.0,71.0,93.0,5881.0,406.0,18300.0,18300.0,7131.0,2590.0,4541.0,156.0,670.0,1700.0,91.0,92.0,7.2,27.0,19635.0,95.0
1448,Howard University,DC,2,457.0,426.0,883.0,20.0,390.0,510.0,360.0,470.0,17.0,22.0,9776.0,3164.0,1666.0,-1.0,-1.0,6705.0,874.0,7128.0,7128.0,3750.0,2050.0,1700.0,615.0,300.0,-1.0,78.0,86.0,7.5,4.0,18287.0,46.0
1452,Mount Vernon College,DC,2,440.0,402.0,842.0,20.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,149.0,70.0,61.0,15.0,35.0,203.0,138.0,13780.0,13780.0,6915.0,3107.0,3808.0,500.0,500.0,500.0,84.0,90.0,5.7,20.0,13844.0,-1.0
1460,Trinity College,DC,2,470.0,480.0,950.0,22.0,410.0,510.0,420.0,550.0,18.0,25.0,247.0,189.0,100.0,19.0,49.0,309.0,639.0,11412.0,11412.0,6430.0,2900.0,3530.0,150.0,500.0,900.0,89.0,93.0,8.3,37.0,11806.0,96.0
29100,Univ. of the District of Columbia,DC,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3895.0,3866.0,1717.0,-1.0,-1.0,3658.0,6327.0,974.0,3566.0,-1.0,-1.0,-1.0,115.0,1550.0,-1.0,51.0,52.0,11.7,5.0,7729.0,-1.0
1428,Delaware State College,DE,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2611.0,1845.0,764.0,-1.0,-1.0,-1.0,-1.0,4878.0,4878.0,3810.0,2210.0,1600.0,110.0,-1.0,-1.0,60.0,60.0,13.7,19.0,9432.0,26.0
1429,Goldey Beacom College,DE,2,486.0,425.0,911.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,633.0,468.0,284.0,10.0,27.0,823.0,963.0,6120.0,6120.0,2985.0,-1.0,2985.0,-1.0,531.0,1830.0,25.0,25.0,27.6,4.0,6081.0,36.0
1431,University of Delaware,DE,2,-1.0,-1.0,1035.0,-1.0,500.0,610.0,450.0,530.0,-1.0,-1.0,14446.0,10516.0,3252.0,22.0,57.0,14130.0,4522.0,3690.0,10220.0,4230.0,2280.0,1950.0,410.0,530.0,1300.0,82.0,87.0,18.3,15.0,10650.0,75.0
1433,Wesley College,DE,2,413.0,387.0,800.0,-1.0,350.0,450.0,340.0,420.0,-1.0,-1.0,980.0,807.0,350.0,10.0,25.0,872.0,448.0,9890.0,9890.0,4674.0,2450.0,2224.0,405.0,500.0,1350.0,52.0,57.0,14.4,15.0,6243.0,84.0
7948,Wilmington College,DE,2,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1275.0,1275.0,635.0,-1.0,-1.0,615.0,1047.0,5340.0,5340.0,-1.0,-1.0,-1.0,50.0,400.0,2000.0,46.0,46.0,12.5,19.0,5992.0,56.0
1466,Barry University,FL,2,470.0,430.0,900.0,20.0,390.0,540.0,360.0,490.0,17.0,24.0,990.0,784.0,279.0,18.0,45.0,1811.0,3144.0,11290.0,11290.0,5360.0,5360.0,-1.0,240.0,600.0,1800.0,76.0,78.0,12.6,11.0,9084.0,72.0
1467,Bethune Cookman College,FL,2,408.0,367.0,775.0,16.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1646.0,1150.0,542.0,12.0,30.0,2128.0,82.0,5188.0,5188.0,3396.0,1541.0,1855.0,427.0,650.0,2500.0,48.0,48.0,13.8,9.0,6817.0,58.0
